series,metric,mtokens,value
baseline,grad_norm,542.0038,0.389300
baseline,grad_norm,546.1412,0.384600
baseline,grad_norm,550.2786,0.372600
baseline,grad_norm,554.4161,0.372700
baseline,grad_norm,558.5535,0.358000
baseline,grad_norm,562.6909,0.365000
baseline,grad_norm,566.8284,0.376500
baseline,grad_norm,570.9658,0.358900
baseline,grad_norm,575.1032,0.372700
baseline,grad_norm,579.2407,0.362800
baseline,grad_norm,583.3781,0.364100
baseline,grad_norm,587.5155,0.369200
baseline,grad_norm,591.6530,0.357000
baseline,grad_norm,595.7904,0.359400
baseline,grad_norm,599.9278,0.362700
baseline,grad_norm,604.0653,0.378000
baseline,grad_norm,608.2027,0.357100
baseline,grad_norm,612.3401,0.356800
baseline,grad_norm,616.4776,0.355200
baseline,grad_norm,620.6150,0.369500
baseline,grad_norm,624.7524,0.348800
baseline,grad_norm,628.8899,0.355500
baseline,grad_norm,633.0273,0.353600
baseline,grad_norm,637.1647,0.343300
baseline,grad_norm,641.3022,0.364200
baseline,grad_norm,645.4396,0.358900
baseline,grad_norm,649.5770,0.351000
baseline,grad_norm,653.7145,0.366700
baseline,grad_norm,657.8519,0.354900
baseline,grad_norm,661.9893,0.342100
baseline,grad_norm,666.1268,0.365700
baseline,grad_norm,670.2642,0.342400
baseline,grad_norm,674.4016,0.342700
baseline,grad_norm,678.5391,0.337800
baseline,grad_norm,682.6765,0.350900
baseline,grad_norm,686.8139,0.341100
baseline,grad_norm,690.9514,0.346200
baseline,grad_norm,695.0888,0.345900
baseline,grad_norm,699.2262,0.342800
baseline,grad_norm,703.3637,0.343600
baseline,grad_norm,707.5011,0.339900
baseline,grad_norm,711.6385,0.347300
baseline,grad_norm,715.7760,0.354200
baseline,grad_norm,719.9134,0.339300
baseline,grad_norm,724.0508,0.340800
baseline,grad_norm,728.1883,0.337600
baseline,grad_norm,732.3257,0.335900
baseline,grad_norm,736.4631,0.339200
baseline,grad_norm,740.6006,0.332700
baseline,grad_norm,744.7380,0.344900
baseline,grad_norm,748.8754,0.349000
baseline,grad_norm,753.0129,0.339500
baseline,grad_norm,757.1503,0.342300
baseline,grad_norm,761.2877,0.338300
baseline,grad_norm,765.4252,0.337400
baseline,grad_norm,769.5626,0.342400
baseline,grad_norm,773.7000,0.335200
baseline,grad_norm,777.8375,0.338200
baseline,grad_norm,781.9749,0.340200
baseline,grad_norm,786.1123,0.344000
baseline,grad_norm,790.2498,0.336100
baseline,grad_norm,794.3872,0.344100
baseline,grad_norm,798.5246,0.340300
baseline,grad_norm,802.6621,0.335800
baseline,grad_norm,806.7995,0.338500
baseline,grad_norm,810.9369,0.339000
baseline,grad_norm,815.0744,0.352600
baseline,grad_norm,819.2118,0.338700
baseline,grad_norm,823.3492,0.341600
baseline,grad_norm,827.4867,0.339100
baseline,grad_norm,831.6241,0.333800
baseline,grad_norm,835.7615,0.344100
baseline,grad_norm,839.8990,0.344800
baseline,grad_norm,844.0364,0.330400
baseline,grad_norm,848.1738,0.347300
baseline,grad_norm,852.3113,0.334300
baseline,grad_norm,856.4487,0.334400
baseline,grad_norm,860.5861,0.328100
baseline,grad_norm,864.7236,0.350400
baseline,grad_norm,868.8610,0.336700
baseline,grad_norm,872.9984,0.344200
baseline,grad_norm,877.1359,0.342400
baseline,grad_norm,881.2733,0.341700
baseline,grad_norm,885.4107,0.340700
baseline,grad_norm,889.5482,0.336700
baseline,grad_norm,893.6856,0.328300
baseline,grad_norm,897.8230,0.336000
baseline,grad_norm,901.9605,0.334700
baseline,grad_norm,906.0979,0.340400
baseline,grad_norm,910.2353,0.331500
baseline,grad_norm,914.3728,0.332700
baseline,grad_norm,918.5102,0.332000
baseline,grad_norm,922.6476,0.328200
baseline,grad_norm,926.7851,0.330800
baseline,grad_norm,930.9225,0.341500
baseline,grad_norm,935.0599,0.326800
baseline,grad_norm,939.1974,0.332800
baseline,grad_norm,943.3348,0.332900
baseline,grad_norm,947.4722,0.330500
baseline,grad_norm,951.6097,0.336800
baseline,grad_norm,955.7471,0.342400
baseline,grad_norm,959.8845,0.326900
baseline,grad_norm,964.0220,0.328000
baseline,grad_norm,968.1594,0.324800
baseline,grad_norm,972.2968,0.327900
baseline,grad_norm,976.4343,0.328800
baseline,grad_norm,980.5717,0.327600
baseline,grad_norm,984.7091,0.325700
baseline,grad_norm,988.8466,0.337100
baseline,grad_norm,992.9840,0.323800
baseline,grad_norm,997.1214,0.351400
baseline,grad_norm,1001.2589,0.325900
baseline,grad_norm,1005.3963,0.331300
baseline,grad_norm,1009.5337,0.328500
baseline,grad_norm,1013.6712,0.332400
baseline,grad_norm,1017.8086,0.326100
baseline,grad_norm,1021.9460,0.332800
baseline,grad_norm,1026.0835,0.328600
baseline,grad_norm,1030.2209,0.332400
baseline,grad_norm,1034.3583,0.324500
baseline,grad_norm,1038.4958,0.326300
baseline,grad_norm,1042.6332,0.326800
baseline,grad_norm,1046.7706,0.332200
baseline,grad_norm,1050.9081,0.350000
baseline,grad_norm,1055.0455,0.323800
baseline,grad_norm,1059.1829,0.327400
baseline,grad_norm,1063.3204,0.313400
baseline,grad_norm,1067.4578,0.320200
baseline,grad_norm,1071.5952,0.321800
baseline,grad_norm,1075.7327,0.333900
baseline,grad_norm,1079.8701,0.324700
baseline,grad_norm,1084.0075,0.330200
baseline,grad_norm,1088.1450,0.323200
baseline,grad_norm,1092.2824,0.325800
baseline,grad_norm,1096.4198,0.332400
baseline,grad_norm,1100.5573,0.334800
baseline,grad_norm,1104.6947,0.327400
baseline,grad_norm,1108.8321,0.330700
baseline,grad_norm,1112.9696,0.328200
baseline,grad_norm,1117.1070,0.331900
baseline,grad_norm,1121.2444,0.336600
baseline,grad_norm,1125.3819,0.390300
baseline,grad_norm,1129.5193,0.363200
baseline,grad_norm,1133.6567,0.332100
baseline,grad_norm,1137.7942,0.324800
baseline,grad_norm,1141.9316,0.320600
baseline,grad_norm,1146.0690,0.333600
baseline,grad_norm,1150.2065,0.324800
baseline,grad_norm,1154.3439,0.326200
baseline,grad_norm,1158.4813,0.335700
baseline,grad_norm,1162.6188,0.325100
baseline,grad_norm,1166.7562,0.345000
baseline,grad_norm,1170.8936,0.319800
baseline,grad_norm,1175.0311,0.319900
baseline,grad_norm,1179.1685,0.327000
baseline,grad_norm,1183.3059,0.322200
baseline,grad_norm,1187.4434,0.336000
baseline,grad_norm,1191.5808,0.326800
baseline,grad_norm,1195.7182,0.326900
baseline,grad_norm,1199.8557,0.329200
baseline,grad_norm,1203.9931,0.314900
baseline,grad_norm,1208.1305,0.322700
baseline,grad_norm,1212.2680,0.322700
baseline,grad_norm,1216.4054,0.318300
baseline,grad_norm,1220.5428,0.328300
baseline,grad_norm,1224.6803,0.322500
baseline,grad_norm,1228.8177,0.333500
baseline,grad_norm,1232.9551,0.318400
baseline,grad_norm,1237.0926,0.320200
baseline,grad_norm,1241.2300,0.316900
baseline,grad_norm,1245.3674,0.321400
baseline,grad_norm,1249.5049,0.318000
baseline,grad_norm,1253.6423,0.314400
baseline,grad_norm,1257.7797,0.321600
baseline,grad_norm,1261.9172,0.316700
baseline,grad_norm,1266.0546,0.326000
baseline,grad_norm,1270.1920,0.331700
baseline,grad_norm,1274.3295,0.317600
baseline,grad_norm,1278.4669,0.323900
baseline,grad_norm,1282.6043,0.315800
baseline,grad_norm,1286.7418,0.332300
baseline,grad_norm,1290.8792,0.321700
baseline,grad_norm,1295.0166,0.316300
baseline,grad_norm,1299.1541,0.328200
baseline,grad_norm,1303.2915,0.319200
baseline,grad_norm,1307.4289,0.318100
baseline,grad_norm,1311.5664,0.313700
baseline,grad_norm,1315.7038,0.320600
baseline,grad_norm,1319.8412,0.326400
baseline,grad_norm,1323.9787,0.317600
baseline,grad_norm,1328.1161,0.319300
baseline,grad_norm,1332.2535,0.314900
baseline,grad_norm,1336.3910,0.315500
baseline,grad_norm,1340.5284,0.316200
baseline,grad_norm,1344.6658,0.321800
baseline,grad_norm,1348.8033,0.324400
baseline,grad_norm,1352.9407,0.324200
baseline,grad_norm,1357.0781,0.319000
baseline,grad_norm,1361.2156,0.331400
baseline,grad_norm,1365.3530,0.326700
baseline,grad_norm,1369.4904,0.320800
baseline,grad_norm,1373.6279,0.323500
baseline,grad_norm,1377.7653,0.315300
baseline,grad_norm,1381.9027,0.321500
baseline,grad_norm,1386.0402,0.336400
baseline,grad_norm,1390.1776,0.321500
baseline,grad_norm,1394.3150,0.327300
baseline,grad_norm,1398.4525,0.325100
baseline,grad_norm,1402.5899,0.316500
baseline,grad_norm,1406.7273,0.317100
baseline,grad_norm,1410.8648,0.333700
baseline,grad_norm,1415.0022,0.319700
baseline,grad_norm,1419.1396,0.319800
baseline,grad_norm,1423.2771,0.317400
baseline,grad_norm,1427.4145,0.314100
baseline,grad_norm,1431.5519,0.315300
baseline,grad_norm,1435.6894,0.323600
baseline,grad_norm,1439.8268,0.328000
baseline,grad_norm,1443.9642,0.315300
baseline,grad_norm,1448.1017,0.312800
baseline,grad_norm,1452.2391,0.313800
baseline,grad_norm,1456.3765,0.319500
baseline,grad_norm,1460.5140,0.319400
baseline,grad_norm,1464.6514,0.318900
baseline,grad_norm,1468.7888,0.327300
baseline,grad_norm,1472.9263,0.314000
baseline,grad_norm,1477.0637,0.321200
baseline,grad_norm,1481.2011,0.320900
baseline,grad_norm,1485.3386,0.313900
baseline,grad_norm,1489.4760,0.319800
baseline,grad_norm,1493.6134,0.326700
baseline,grad_norm,1497.7509,0.320500
baseline,grad_norm,1501.8883,0.327000
baseline,grad_norm,1506.0257,0.320100
baseline,grad_norm,1510.1632,0.318000
baseline,grad_norm,1514.3006,0.319000
baseline,grad_norm,1518.4380,0.316600
baseline,grad_norm,1522.5755,0.315100
baseline,grad_norm,1526.7129,0.313900
baseline,grad_norm,1530.8503,0.312500
baseline,grad_norm,1534.9878,0.322900
baseline,grad_norm,1539.1252,0.317900
baseline,grad_norm,1543.2626,0.319500
baseline,grad_norm,1547.4001,0.352600
baseline,grad_norm,1551.5375,0.321800
baseline,grad_norm,1555.6749,0.311900
baseline,grad_norm,1559.8124,0.311900
baseline,grad_norm,1563.9498,0.312900
baseline,grad_norm,1568.0872,0.316900
baseline,grad_norm,1572.2247,0.317500
baseline,grad_norm,1576.3621,0.320500
baseline,grad_norm,1580.4995,0.312900
baseline,grad_norm,1584.6370,0.307100
baseline,grad_norm,1588.7744,0.317200
baseline,grad_norm,1592.9118,0.312100
baseline,grad_norm,1597.0493,0.310000
baseline,grad_norm,1601.1867,0.316300
baseline,grad_norm,1605.3241,0.322500
baseline,grad_norm,1609.4616,0.316900
baseline,grad_norm,1613.5990,0.325300
baseline,grad_norm,1617.7364,0.327600
baseline,grad_norm,1621.8739,0.312800
baseline,grad_norm,1626.0113,0.313700
baseline,grad_norm,1630.1487,0.310000
baseline,grad_norm,1634.2862,0.307700
baseline,grad_norm,1638.4236,0.321000
baseline,grad_norm,1642.5610,0.316600
baseline,grad_norm,1646.6985,0.315200
baseline,grad_norm,1650.8359,0.314300
baseline,grad_norm,1654.9733,0.327400
baseline,grad_norm,1659.1108,0.324300
baseline,grad_norm,1663.2482,0.314700
baseline,grad_norm,1667.3856,0.311100
baseline,grad_norm,1671.5231,0.320300
baseline,grad_norm,1675.6605,0.313100
baseline,grad_norm,1679.7979,0.313200
baseline,grad_norm,1683.9354,0.318700
baseline,grad_norm,1688.0728,0.317700
baseline,grad_norm,1692.2102,0.316500
baseline,grad_norm,1696.3477,0.318100
baseline,grad_norm,1700.4851,0.313600
baseline,grad_norm,1704.6225,0.320000
baseline,grad_norm,1708.7600,0.316500
baseline,grad_norm,1712.8974,0.318200
baseline,grad_norm,1717.0348,0.313400
baseline,grad_norm,1721.1723,0.311200
baseline,grad_norm,1725.3097,0.318700
baseline,grad_norm,1729.4471,0.315600
baseline,grad_norm,1733.5846,0.333700
baseline,grad_norm,1737.7220,0.325900
baseline,grad_norm,1741.8594,0.311300
baseline,grad_norm,1745.9969,0.315300
baseline,grad_norm,1750.1343,0.321300
baseline,grad_norm,1754.2717,0.326800
baseline,grad_norm,1758.4092,0.316600
baseline,grad_norm,1762.5466,0.313100
baseline,grad_norm,1766.6840,0.309600
baseline,grad_norm,1770.8215,0.320100
baseline,grad_norm,1774.9589,0.312500
baseline,grad_norm,1779.0963,0.312900
baseline,grad_norm,1783.2338,0.311700
baseline,grad_norm,1787.3712,0.313700
baseline,grad_norm,1791.5086,0.309900
baseline,grad_norm,1795.6461,0.315000
baseline,grad_norm,1799.7835,0.317600
baseline,grad_norm,1803.9209,0.316200
baseline,grad_norm,1808.0584,0.317300
baseline,grad_norm,1812.1958,0.318600
baseline,grad_norm,1816.3332,0.319200
baseline,grad_norm,1820.4707,0.397200
baseline,grad_norm,1824.6081,0.318800
baseline,grad_norm,1828.7455,0.314000
baseline,grad_norm,1832.8830,0.320700
baseline,grad_norm,1837.0204,0.313400
baseline,grad_norm,1841.1578,0.315600
baseline,grad_norm,1845.2953,0.327000
baseline,grad_norm,1849.4327,0.318100
baseline,grad_norm,1853.5701,0.321600
baseline,grad_norm,1857.7076,0.317100
baseline,grad_norm,1861.8450,0.322300
baseline,grad_norm,1865.9824,0.309700
baseline,grad_norm,1870.1199,0.371600
baseline,grad_norm,1874.2573,0.313200
baseline,grad_norm,1878.3947,0.315200
baseline,grad_norm,1882.5322,0.317700
baseline,grad_norm,1886.6696,0.314300
baseline,grad_norm,1890.8070,0.311600
baseline,grad_norm,1894.9445,0.324400
baseline,grad_norm,1899.0819,0.325100
baseline,grad_norm,1903.2193,0.311600
baseline,grad_norm,1907.3568,0.315400
baseline,grad_norm,1911.4942,0.324200
baseline,grad_norm,1915.6316,0.314900
baseline,grad_norm,1919.7691,0.313500
baseline,grad_norm,1923.9065,0.307000
baseline,grad_norm,1928.0439,0.311300
baseline,grad_norm,1932.1814,0.313100
baseline,grad_norm,1936.3188,0.314700
baseline,grad_norm,1940.4562,0.312100
baseline,grad_norm,1944.5937,0.325200
baseline,grad_norm,1948.7311,0.315000
baseline,grad_norm,1952.8685,0.312100
baseline,grad_norm,1957.0060,0.316000
baseline,grad_norm,1961.1434,0.323200
baseline,grad_norm,1965.2808,0.317400
baseline,grad_norm,1969.4183,0.311600
baseline,grad_norm,1973.5557,0.315500
baseline,grad_norm,1977.6931,0.322800
baseline,grad_norm,1981.8306,0.316200
baseline,grad_norm,1985.9680,0.312100
baseline,grad_norm,1990.1054,0.315300
baseline,grad_norm,1994.2429,0.315200
baseline,grad_norm,1998.3803,0.324100
stream_str2,train_loss,4.1396,9.460710
stream_str2,train_loss,8.2791,9.406920
stream_str2,train_loss,12.4187,9.187270
stream_str2,train_loss,16.5583,8.617840
stream_str2,train_loss,20.6978,8.025760
stream_str2,train_loss,24.8374,7.793770
stream_str2,train_loss,28.9770,7.481480
stream_str2,train_loss,33.1165,7.283830
stream_str2,train_loss,37.2561,7.187600
stream_str2,train_loss,41.3957,7.059410
stream_str2,train_loss,45.5352,6.968510
stream_str2,train_loss,49.6748,6.922570
stream_str2,train_loss,53.8144,6.858320
stream_str2,train_loss,57.9539,6.752450
stream_str2,train_loss,62.0935,6.721940
stream_str2,train_loss,66.2331,6.614400
stream_str2,train_loss,70.3727,6.539770
stream_str2,train_loss,74.5122,6.487190
stream_str2,train_loss,78.6518,6.358010
stream_str2,train_loss,82.7914,6.271460
stream_str2,train_loss,86.9309,6.225820
stream_str2,train_loss,91.0705,6.084620
stream_str2,train_loss,95.2101,6.043650
stream_str2,train_loss,99.3496,5.978210
stream_str2,train_loss,103.4892,5.896790
stream_str2,train_loss,107.6288,5.812080
stream_str2,train_loss,111.7683,5.772820
stream_str2,train_loss,115.9079,5.635940
stream_str2,train_loss,120.0475,5.650870
stream_str2,train_loss,124.1870,5.559850
stream_str2,train_loss,128.3266,5.479540
stream_str2,train_loss,132.4662,5.436330
stream_str2,train_loss,136.6057,5.420540
stream_str2,train_loss,140.7453,5.388800
stream_str2,train_loss,144.8849,5.312750
stream_str2,train_loss,149.0244,5.329330
stream_str2,train_loss,153.1640,5.277200
stream_str2,train_loss,157.3036,5.194250
stream_str2,train_loss,161.4431,5.179790
stream_str2,train_loss,165.5827,5.170110
stream_str2,train_loss,169.7223,5.098130
stream_str2,train_loss,173.8618,5.076570
stream_str2,train_loss,178.0014,5.073230
stream_str2,train_loss,182.1410,5.027800
stream_str2,train_loss,186.2805,4.986920
stream_str2,train_loss,190.4201,4.932810
stream_str2,train_loss,194.5597,4.952360
stream_str2,train_loss,198.6993,4.898570
stream_str2,train_loss,202.8388,4.893870
stream_str2,train_loss,206.9784,4.874940
stream_str2,train_loss,211.1180,4.825330
stream_str2,train_loss,215.2575,4.796040
stream_str2,train_loss,219.3971,4.770850
stream_str2,train_loss,223.5367,4.744510
stream_str2,train_loss,227.6762,4.738610
stream_str2,train_loss,231.8158,4.728860
stream_str2,train_loss,235.9554,4.698630
stream_str2,train_loss,240.0949,4.659830
stream_str2,train_loss,244.2345,4.646700
stream_str2,train_loss,248.3741,4.600920
stream_str2,train_loss,252.5136,4.579230
stream_str2,train_loss,256.6532,4.609740
stream_str2,train_loss,260.7928,4.508670
stream_str2,train_loss,264.9323,4.543500
stream_str2,train_loss,269.0719,4.490330
stream_str2,train_loss,273.2115,4.503280
stream_str2,train_loss,277.3510,4.465780
stream_str2,train_loss,281.4906,4.450070
stream_str2,train_loss,285.6302,4.444450
stream_str2,train_loss,289.7697,4.398570
stream_str2,train_loss,293.9093,4.393830
stream_str2,train_loss,298.0489,4.407220
stream_str2,train_loss,302.1884,4.361080
stream_str2,train_loss,306.3280,4.330590
stream_str2,train_loss,310.4676,4.339190
stream_str2,train_loss,314.6071,4.298030
stream_str2,train_loss,318.7467,4.281740
stream_str2,train_loss,322.8863,4.259670
stream_str2,train_loss,327.0258,4.280680
stream_str2,train_loss,331.1654,4.286930
stream_str2,train_loss,335.3050,4.237000
stream_str2,train_loss,339.4446,4.211010
stream_str2,train_loss,343.5841,4.205720
stream_str2,train_loss,347.7237,4.185570
stream_str2,train_loss,351.8633,4.187680
stream_str2,train_loss,356.0028,4.183540
